"submitted_name_rl","scientificname","rl1998","rl2018","trend","L","T","C","M","R","N"
"Taraxacum subericinum Hagend. et al.","Taraxacum subericinum Hagend., Soest & Zevenb.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum subhamatum M.P. Christ.","Taraxacum subhamatum M.P.Christ. ex M.P.Christ.","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum litorale-Gruppe","Taraxacum litorale Raunk.","nb","2","<",NA,NA,NA,NA,NA,NA
"Taraxacum litorale Raunk.","Taraxacum litorale Raunk.","nb","2","<",NA,NA,NA,NA,NA,NA
"Taraxacum sect. Naevosa M.P. Christ.","Taraxacum sect. Naevosa M.P. Christ.","*","1","<",8,6,NA,5,7,5
"Taraxacum euryphyllum (Dahlst.) Hjelt","Taraxacum euryphyllum (Dahlst.) Hjelt","nb","1","<",NA,NA,NA,NA,NA,NA
"Taraxacum lentiginosum H. Øllg.","Taraxacum lentiginosum Henker & Kiesew. ex H.Øllg.","nb","R","?",NA,NA,NA,NA,NA,NA
"Taraxacum maculigerum H. Lindb.","Taraxacum maculigerum H.Lindb.","nb","1","<",NA,NA,NA,NA,NA,NA
"Taraxacum sect. Obliqua Dahlst.","Taraxacum sect. Obliqua Dahlst.","*","3","<",8,6,NA,5,7,5
"Taraxacum obliquum (Fr.) Dahlst.","Taraxacum obliquum (Fr.) Dahlst.","nb","1","<",NA,NA,NA,NA,NA,NA
"Taraxacum platyglossum Raunk.","Taraxacum platyglossum Raunk.","nb","3","<",NA,NA,NA,NA,NA,NA
"Taraxacum sect. Palustria (H. Lindb.) Dahlst.","Taraxacum sect. Palustria (H. Lindb.) Dahlst.","2","3","<",8,6,NA,5,7,5
"Taraxacum ancoriferum Hudziok","Taraxacum ancoriferum Hudziok","nb","2","<",NA,NA,NA,NA,NA,NA
"Taraxacum austrinum G.E. Haglund","Taraxacum austrinum Haglund","nb","3","<",NA,NA,NA,NA,NA,NA
"Taraxacum balticiforme Dahlst.","Taraxacum balticiforme Dahlst.","nb","1","<",NA,NA,NA,NA,NA,NA
"Taraxacum balticum Dahlst.","Taraxacum balticum Dahlst.","nb","2","<",NA,NA,NA,NA,NA,NA
"Taraxacum bavaricum Soest","Taraxacum bavaricum Soest","nb","2","<<",NA,NA,NA,NA,NA,NA
"Taraxacum brandenburgicum Hudziok","Taraxacum brandenburgicum Hudziok","nb","1","<",NA,NA,NA,NA,NA,NA
"Taraxacum ciliare v. Soest","Taraxacum ciliare Soest","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum delanghei v. Soest","Taraxacum delanghei Soest","nb","1","<",NA,NA,NA,NA,NA,NA
"Taraxacum dentatum Kirschner & Štěpánek","Taraxacum dentatum Kirschner & Stepánek","nb","1","<",NA,NA,NA,NA,NA,NA
"Taraxacum frisicum Soest","Taraxacum frisicum Soest","nb","2","<",NA,NA,NA,NA,NA,NA
"Taraxacum gelricum Soest","Taraxacum gelricum Soest","nb","0",NA,NA,NA,NA,NA,NA,NA
"Taraxacum geminidentatum Hudziok","Taraxacum geminidentatum Hudziok","nb","1","(<)",NA,NA,NA,NA,NA,NA
"Taraxacum germanicum Soest","Taraxacum germanicum Soest","nb","2","<",NA,NA,NA,NA,NA,NA
"Taraxacum heleocharis Kirschner & Štěpánek","Taraxacum heleocharis Kirschner & Stepánek","nb","2","<",NA,NA,NA,NA,NA,NA
"Taraxacum hollandicum Soest","Taraxacum hollandicum Soest","nb","3","<",NA,NA,NA,NA,NA,NA
"Taraxacum irrigatum Kirschner & Štěpánek","Taraxacum irrigatum Kirschner & Stepánek","nb","1","<",NA,NA,NA,NA,NA,NA
"Taraxacum madidum Kirschner & Štěpánek","Taraxacum madidum Kirschner & Stepánek","nb","3","<",NA,NA,NA,NA,NA,NA
"Taraxacum memorabile Kirschner & Štěpánek","Taraxacum memorabile Kirschner & Stepánek","nb","2","<",NA,NA,NA,NA,NA,NA
"Taraxacum multilepis Kirschner & Štěpánek","Taraxacum multilepis Kirschner & Stepánek","nb","1","<",NA,NA,NA,NA,NA,NA
"Taraxacum neoaellenii Soest","Taraxacum neoaellenii Soest","nb","1","?",NA,NA,NA,NA,NA,NA
"Taraxacum palustre (Lyons) Symons","Taraxacum palustre (Lyons) Symons","nb","2","<",NA,NA,NA,NA,NA,NA
"Taraxacum paucilobum Hudziok","Taraxacum paucilobum Hudziok","nb","2","<",NA,NA,NA,NA,NA,NA
"Taraxacum pauckertianum Hudziok","Taraxacum pauckertianum Hudziok","nb","3","<",NA,NA,NA,NA,NA,NA
"Taraxacum pollichii Soest","Taraxacum pollichii Soest","nb","2","<",NA,NA,NA,NA,NA,NA
"Taraxacum spurium (Beck) Murr","Taraxacum spurium (Beck) Murr","nb","1","<",NA,NA,NA,NA,NA,NA
"Taraxacum trilobifolium Hudziok","Taraxacum trilobifolium Hudziok","nb","2","<",NA,NA,NA,NA,NA,NA
"Taraxacum turfosum (Sch. Bip.) Soest","Taraxacum turfosum (Sch.Bip.) Soest","nb","2","<",NA,NA,NA,NA,NA,NA
"Taraxacum udum Jord.","Taraxacum udum Jord.","nb","2","<",NA,NA,NA,NA,NA,NA
"Taraxacum vindobonense Soest","Taraxacum vindobonense Soest","nb","1","<",NA,NA,NA,NA,NA,NA
"Taraxacum sect. Rhodocarpa Soest","Taraxacum sect. Rhodocarpa Soest","kN","R","?",8,6,NA,5,7,5
"Taraxacum schroeterianum Hand.-Mazz.","Taraxacum schroeterianum Hand.-Mazz.","kN","R","?",NA,NA,NA,NA,NA,NA
"Taraxacum sect. Ruderalia Kirschner et al.","Taraxacum sect. Ruderalia Kirschner et al.","*","*","=",8,6,NA,5,7,5
"Taraxacum aberrans Hagend. et al.","Taraxacum aberrans Hagend., Soest & Zevenb.","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum acervatulum Rail.","Taraxacum acervatulum Rail.","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum acroglossum Dahlst.","Taraxacum acroglossum Dahlst.","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum acrolobum Dahlst.","Taraxacum acrolobum Dahlst.","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum acrophorum G.E. Haglund","Taraxacum acrophorum Haglund","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum acutangulum Markl.","Taraxacum acutangulum Markl.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum acutifidum M.P. Christ.","Taraxacum acutifidum M.P.Christ.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum acutifrons Markl.","Taraxacum acutifrons Markl.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum aequilobum Dahlst.","Taraxacum aequilobum Dahlst.","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum aethiops G.E. Haglund","Taraxacum aethiops Haglund","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum aganophytum Soest","Taraxacum aganophytum Soest","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum alatum H. Lindb.","Taraxacum alatum H.H.Lindb.","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum albertshoferi Sahlin","Taraxacum albertshoferi Sahlin","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum altissimum H. Lindb.","Taraxacum altissimum H.Lindb.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum amaurolepis Markl.","Taraxacum amaurolepis Markl.","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum amphilobum M.P. Christ.","Taraxacum amphilobum M.P.Christ.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum amphorifrons Sahlin","Taraxacum amphorifrons Sahlin, 1979","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum amplum Markl.","Taraxacum amplum Markl.","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum ancistrolobum Dahlst.","Taraxacum ancistrolobum Dahlst.","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum anemoomum Soest","Taraxacum anemoomum Soest","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum angustisquameum H. Lindb.","Taraxacum angustisquameum Dahlst. ex H.H.Lindb.","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum arquitenens Rail.","Taraxacum arquitenens Rail.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum atonolobum Hagend. et al.","Taraxacum atonolobum Hagend., Soest & Zevenb.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum atricapillum Sonck","Taraxacum atricapillum Sonck","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum atroviride Štěpánek & Trávn.","Taraxacum atroviride Stepánek & Trávn.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum atrox Kirschner & Štěpánek","Taraxacum atrox Kirschner & Stepánek","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum aurosulum H. Lindb.","Taraxacum aurosulum H.H.Lindb.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum baeckiiforme Sahlin","Taraxacum baeckiiforme Sahlin","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum bellum H. Øllg.","Taraxacum bellum H.Øllg.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum blanditum Sahlin","Taraxacum blanditum Sahlin","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum borgvallii G.E. Haglund","Taraxacum borgvallii Dahlst. ex G.E.Haglund","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum breitfeldii Uhlemann","Taraxacum breitfeldii Uhlemann","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum brevisectoides Soest","Taraxacum brevisectoides Soest","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum broddesonii Lundev. & H. Øllg.","Taraxacum broddesonii Lundev. & H.Øllg.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum cacuminatum G.E. Haglund","Taraxacum cacuminatum Haglund","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum calochroum Hagend. et al.","Taraxacum calochroum Hagend., Soest & Zevenb.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum caloschistoides Sahlin","Taraxacum caloschistoides Haglund ex Sahlin","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum caloschistum Dahlst.","Taraxacum caloschistum Dahlst.","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum campoduniense Sahlin","Taraxacum campoduniense Sahlin","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum caninum Uhlemann","Taraxacum caninum Uhlemann","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum canoviride Puol.","Taraxacum canoviride H.H.Lindb. ex Puol.","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum capillosum H. Øllg. & Uhlemann","Taraxacum capillosum H.Øllg. & Uhlemann","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum chlorodes G.E. Haglund","Taraxacum chlorodes Haglund","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum chloroticum Dahlst.","Taraxacum chloroticum Dahlst., 1926","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum christiansenii G.E. Haglund","Taraxacum christiansenii G.E.Haglund","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum chrysophaenum Rail.","Taraxacum chrysophaenum Rail.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum clarum Kirschner et al.","Taraxacum clarum Kirschner et al.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum coartatum G.E. Haglund","Taraxacum coartatum Haglund","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum collarispinulosum Uhlemann","Taraxacum collarispinulosum Uhlemann","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum comtulum G.E. Haglund","Taraxacum comtulum Haglund","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum concinnum G.E. Haglund","Taraxacum concinnum Haglund","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum contractum Markl.","Taraxacum contractum Markl.","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum cordatum Palmgr.","Taraxacum cordatum Palmgr.","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum corpulentum Rail.","Taraxacum corpulentum Rail.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum corynodes G.E. Haglund","Taraxacum corynodes Haglund","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum crassum H. Øllg. & Trávn.","Taraxacum crassum H.Øllg. & Trávn.","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum crispifolium H. Lindb.","Taraxacum crispifolium H.Lindb.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum croceiflorum Dahlst.","Taraxacum croceiflorum Dahlst.","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum cumulatum Rail.","Taraxacum cumulatum Rail.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum curtifrons H. Øllg.","Taraxacum curtifrons H.Øllg.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum cyanolepis Dahlst.","Taraxacum cyanolepis Dahlst.","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum debrayi Hagend. et al.","Taraxacum debrayi Hagend., Soest & Zevenb.","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum delectum Uhlemann","Taraxacum delectum Uhlemann","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum deltoidifrons H. Øllg.","Taraxacum deltoidifrons H.Øllg.","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum demotes Sahlin","Taraxacum demotes Sahlin","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum densilobum Dahlst.","Taraxacum densilobum Dahlst.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum diastematicum Markl.","Taraxacum diastematicum Markl.","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum dilaceratum M.P. Christ.","Taraxacum dilaceratum M.P.Christ.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum dilatatum H. Lindb.","Taraxacum dilatatum H.H.Lindb.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum distantijugum Sahlin","Taraxacum distantijugum Sahlin","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum edmondsonianum H. Øllg.","Taraxacum edmondsonianum H.Øllg.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum edytomum G.E. Haglund","Taraxacum edytomum Haglund","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum ekmanii Dahlst.","Taraxacum ekmanii Dahlst.","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum elegantius Kirschner et al.","Taraxacum elegantius Kirschner, H.Øllg. & Stepánek","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum eudontum Sahlin","Taraxacum eudontum Sahlin","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum eurylobum G.E. Haglund","Taraxacum eurylobum Haglund","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum exacutum Markl.","Taraxacum exacutum Markl.","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum expallidiforme Dahlst.","Taraxacum expallidiforme Dahlst.","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum exsertiforme Hagend. et al.","Taraxacum exsertiforme Hagend., Soest & Zevenb.","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum exsertum Hagend. et al.","Taraxacum exsertum Hagend., Soest & Zevenb.","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum fagerstroemii Såltin","Taraxacum fagerstroemii Såltin","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum fasciatiforme Soest","Taraxacum fasciatiforme Soest","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum fasciatum Dahlst.","Taraxacum fasciatum Dahlst.","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum filidens Hagend. et al.","Taraxacum filidens Hagend., Soest & Zevenb.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum flavescens G.E. Haglund","Taraxacum flavescens Haglund","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum flavostylum R.G. Bäck","Taraxacum flavostylum R.G.Bäck","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum flexile G.E. Haglund","Taraxacum flexile Haglund","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum floccosum Rail.","Taraxacum floccosum Rail.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum florstroemii Markl.","Taraxacum florstroemii Markl.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum freticola H. Øllg.","Taraxacum freticola H.Øllg.","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum fulgidum G.E. Haglund","Taraxacum fulgidum Haglund","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum geminatum G.E. Haglund","Taraxacum geminatum G.E.Haglund","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum gentile Rail.","Taraxacum gentile Haglund & Rail.","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum gesticulans H. Øllg.","Taraxacum gesticulans H.Øllg.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum gibberum Markl.","Taraxacum gibberum Markl.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum glaphyrum Sahlin","Taraxacum glaphyrum Sahlin","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum glossocentrum G.E. Haglund","Taraxacum glossocentrum Dahlst.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum glossodon Sonck & H. Øllg.","Taraxacum glossodon Sonck & H.Øllg.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum gustavianum Sonck","Taraxacum gustavianum Sonck","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum guttigestans H. Øllg.","Taraxacum guttigestans H.Øllg.","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum habile Rail.","Taraxacum habile Rail.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum haematicum H. Øllg. & Wittzell","Taraxacum haematicum G.E.Haglund ex H.Øllg. & H.Wittzell","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum haraldii Markl.","Taraxacum haraldii Markl.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum heikkinenii Saarsoo","Taraxacum heikkinenii Saarsoo","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum hemicyclum G.E. Haglund","Taraxacum hemicyclum Haglund","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum hempelianum Uhlemann","Taraxacum hempelianum Uhlemann","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum hepaticum Rail.","Taraxacum hepaticum Rail.","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum homoschistum H. Øllg.","Taraxacum homoschistum H.Øllg.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum horridifrons Rail.","Taraxacum horridifrons Rail.","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum huelphersianum G.E. Haglund","Taraxacum huelphersianum Dahlst. ex G.E.Haglund","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum humile Brenner","Taraxacum humile Brenner","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum idiomorphum Markl.","Taraxacum idiomorphum Markl.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum inarmatum M.P. Christ.","Taraxacum inarmatum M.P.Christ.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum incisiforme Hagend. et al.","Taraxacum incisiforme Hagend., Soest & Zevenb.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum incisum H. Øllg.","Taraxacum incisum H.Øllg.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum infuscatum H. Øllg.","Taraxacum infuscatum H.Øllg.","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum ingens Palmgr.","Taraxacum ingens Palmgr.","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum inops H. Øllg.","Taraxacum inops H.Øllg.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum insigne M.P. Christ. & Wiinst.","Taraxacum insigne Ekman ex Wiinst. & K.Jess.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum insuetum M.P. Christ.","Taraxacum insuetum M.P.Christ.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum intermedium Raunk.","Taraxacum intermedium Raunk.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum interveniens G.E. Haglund","Taraxacum interveniens Haglund","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum intumescens G.E. Haglund","Taraxacum intumescens Haglund","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum jugiferum H. Øllg.","Taraxacum jugiferum H.Øllg.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum karwendelense Sahlin","Taraxacum karwendelense Sahlin","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum kjellmanii Dahlst.","Taraxacum kjellmanii Dahlst.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum klingstedtii Sonck","Taraxacum klingstedtii Sonck","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum lacerifolium G.E. Haglund","Taraxacum lacerifolium Haglund","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum laciniosifrons M.P. Christ. & Wiinst.","Taraxacum laciniosifrons Wiinst.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum laciniosum Dahlst.","Taraxacum laciniosum Dahlst.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum lacinulatum Markl.","Taraxacum lacinulatum Markl.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum laeticolor Dahlst.","Taraxacum laeticolor Dahlst.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum lagerkrantzii G.E. Haglund","Taraxacum lagerkrantzii G.E.Haglund","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum lanceolatisquameum Rail.","Taraxacum lanceolatisquameum Rail.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum latens H. Øllg.","Taraxacum latens H.Øllg.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum laticordatum Markl.","Taraxacum laticordatum Markl.","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum latisectum H. Lindb.","Taraxacum latisectum H.Lindb.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum latissimum Palmgr.","Taraxacum latissimum Palmgr.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum leptodon Markl.","Taraxacum leptodon Markl.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum leptoglotte M.P. Christ.","Taraxacum leptoglotte M.P.Christ.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum leptoscelum H. Øllg.","Taraxacum leptoscelum H.Øllg.","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum leucopodum G.E. Haglund","Taraxacum leucopodum Haglund","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum lindstroemii G.E. Haglund & Saarsoo","Taraxacum lindstroemii Saarsoo & Haglund","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum linguatum M.P. Christ. & Wiinst.","Taraxacum linguatum M.P.Christ. & Wiinst.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum lingulatum Markl.","Taraxacum lingulatum Markl.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum longifrons G.E. Haglund","Taraxacum longifrons Haglund","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum longisquameum H. Lindb.","Taraxacum longisquameum H.Lindb.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum lucidum Dahlst.","Taraxacum lucidum Dahlst.","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum lunare M.P. Christ. & Wiinst.","Taraxacum lunare M.P.Christ.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum lundense H. Øllg. & Wittzell","Taraxacum lundense H.Øllg. & Wittzell","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum luteolum G.E. Haglund","Taraxacum luteolum G.E.Haglund, 1969","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum luteoviride M.P. Christ.","Taraxacum luteoviride M.P.Christ.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum macranthoides G.E. Haglund","Taraxacum macranthoides Haglund","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum macrolobum Dahlst.","Taraxacum macrolobum Dahlst.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum maculatum Jord.","Taraxacum maculatum Jord.","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum melanostigma H. Lindb.","Taraxacum melanostigma H.Lindb. & H.Lindb.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum melanthoides M.P. Christ. & Wiinst.","Taraxacum melanthoides M.P.Christ. & Wiinst.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum mimulum H. Lindb.","Taraxacum mimulum Dahlst. ex H.Lindb.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum moldavicum V. Chán et al.","Taraxacum moldavicum V.Chán et al.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum necessarium H. Øllg.","Taraxacum necessarium H.Øllg.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum nitidum Hagend. et al.","Taraxacum nitidum Hagend., Soest & Zevenb.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum nothum Hagend. et al.","Taraxacum nothum Hagend., Soest & Zevenb.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum obliquilobum Dahlst.","Taraxacum obliquilobum Dahlst.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum oblongatum Dahlst.","Taraxacum oblongatum Dahlst.","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum obnubilum Puol.","Taraxacum obnubilum Puol.","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum obtusifrons Markl.","Taraxacum obtusifrons Markl.","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum obtusulum H. Lindb.","Taraxacum obtusulum H.Lindb.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum ochrochlorum G.E. Haglund","Taraxacum ochrochlorum Haglund","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum ohlsenii G.E. Haglund","Taraxacum ohlsenii Haglund","nb","*","=",NA,NA,NA,NA,NA,NA
"Taraxacum oinopolepis Dahlst.","Taraxacum oinopolepis Dahlst.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum oinopopodum Sahlin","Taraxacum oinopopodum Sahlin","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum oligolobatum Sahlin","Taraxacum oligolobatum Sahlin","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum olitorium G.E. Haglund","Taraxacum olitorium Haglund","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum opertum H. Øllg.","Taraxacum opertum H.Øllg.","nb","D","?",NA,NA,NA,NA,NA,NA
"Taraxacum opulentiforme Sahlin","Taraxacum opulentiforme Sahlin","nb","D","?",NA,NA,NA,NA,NA,NA
